ASV,domain,supergroup,division,subdivision,class,order,family,genus,species,domain_boot,supergroup_boot,division_boot,subdivision_boot,class_boot,order_boot,family_boot,genus_boot,species_boot
ASV_11491,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Capitella,Capitella_teleta,100,100,100,100,100,100,100,100,94
ASV_11492,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11493,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,100,100,100,100,100,100,100,72,46
ASV_11494,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Oligotrichida_X,Oligotrichida_XX,Oligotrichida_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_11495,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,34,34,34,34
ASV_11496,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11497,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,100,100,100,100,100,100,99,99,99
ASV_11498,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,80,78,72,46
ASV_11499,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_parkeae,100,100,100,100,100,100,100,100,100
ASV_11500,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11501,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11502,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema_marinoi,100,100,100,100,100,100,100,100,100
ASV_11503,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_arctica,100,100,100,100,100,99,99,99,95
ASV_11504,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,Biecheleria_cincta,100,100,100,100,100,100,100,99,83
ASV_11505,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,Ventrifissuridae,Ventrifissuridae_X,Ventrifissuridae_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11506,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia_sp.,100,100,100,100,100,100,100,100,64
ASV_11507,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium_contortum,100,100,100,100,100,100,100,100,100
ASV_11508,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Amphorides,Amphorides_quadrilineata,100,100,100,100,100,100,100,100,100
ASV_11509,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus_sp.,100,100,100,100,100,100,100,67,66
ASV_11510,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11511,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Filosa-Thecofilosea_XX,Filosa-Thecofilosea_XXX,Filosa-Thecofilosea_XXX_sp.,100,99,99,99,85,80,80,80,80
ASV_11512,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,,,100,100,100,100,100,100,100,45,45
ASV_11513,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Leptocylindraceae,Leptocylindrus,Leptocylindrus_convexus,100,100,100,100,100,100,100,100,100
ASV_11514,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-32,Dino-Group-II-Clade-32_X,Dino-Group-II-Clade-32_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11515,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,26,26,26,26
ASV_11516,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,,100,90,89,86,84,84,48,48,48
ASV_11517,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,60,57,56,56,46,46,46,46
ASV_11518,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XXX,Pterocystida_XXX_sp.,100,100,100,100,100,100,100,100,100
ASV_11519,Eukaryota,TSAR,Stramenopiles,Gyrista,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonadaceae_clade_C,Pelagomonadaceae_clade_C_sp.,100,100,100,100,100,100,99,98,98
ASV_11520,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,,100,100,100,100,100,100,100,100,42
ASV_11521,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_pouchetii,100,100,100,100,100,100,100,100,100
ASV_11522,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3D,MAST-3D_sp.,100,100,100,100,100,100,100,67,67
ASV_11523,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11524,Eukaryota,TSAR,Alveolata,Dinoflagellata,Noctilucophyceae,Noctilucales,Noctilucaceae,Noctiluca,Noctiluca_scintillans,100,100,100,100,100,100,100,100,100
ASV_11525,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Dicrateria,Dicrateria_rotunda,100,100,100,100,100,100,100,100,90
ASV_11526,Eukaryota,TSAR,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11527,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella_acuminata,100,100,100,100,100,77,77,58,58
ASV_11528,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Cymatosirales,Cymatosiraceae,Brockmanniella,Brockmanniella_brockmannii,100,100,100,100,100,100,100,100,100
ASV_11529,Eukaryota,TSAR,Stramenopiles,Gyrista,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciellales_X,Florenciellales_X_sp.,100,100,100,100,100,100,100,52,52
ASV_11530,Eukaryota,TSAR,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,100,100,100,100,100,100,100,100,100
ASV_11531,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,100,100,100,100,100,99,99,93,70
ASV_11532,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11533,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11534,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,36,36,36,36
ASV_11535,Eukaryota,,,,,,,,,94,26,25,19,19,4,4,2,2
ASV_11536,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,100,100,100,100,97,96,85,85,85
ASV_11537,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11538,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_11539,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1C,MAST-1C_sp.,100,100,100,100,100,100,100,100,100
ASV_11540,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,100,100,100,100,72,60,55,55,55
ASV_11541,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,100,100,100,100,100,61,61,61,61
ASV_11542,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriacea,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11543,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae_Clade_D,Prymnesiophyceae_Clade_D_X,Prymnesiophyceae_Clade_D_XX,Prymnesiophyceae_Clade_D_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_11544,Eukaryota,Obazoa,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Beroe,Beroe_cucumis,100,100,100,100,100,100,100,85,72
ASV_11545,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,100,100,100,100,100,97,96,96,96
ASV_11546,Eukaryota,Archaeplastida,Prasinodermophyta,Prasinodermophyta_X,Palmophyllophyceae,Prasinococcales,Prasinococcaceae,Prasinococcus,Prasinococcus_capsulatus,100,100,100,100,100,100,100,100,100
ASV_11547,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_bravo_B1,100,100,100,100,100,100,100,100,65
ASV_11548,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_concaviuscula,100,100,100,100,100,100,93,92,67
ASV_11549,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilus,Mytilus_edulis,100,100,100,100,100,100,100,100,83
ASV_11550,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Choreotrichida_X,Choreotrichida_XX,Choreotrichida_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_11551,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_11552,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,,,,100,100,100,100,100,63,44,33,17
ASV_11553,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia_sp.,100,100,100,100,100,100,54,54,54
ASV_11554,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Oligotrichida_X,Oligotrichida_XX,Oligotrichida_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_11555,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,,100,100,100,100,100,55,42,42,42
ASV_11556,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,100,100,100,100,100,80,79,67,55
ASV_11557,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Oligotrichida_X,Oligotrichida_XX,Oligotrichida_XX_sp.,100,100,100,100,100,100,53,53,53
ASV_11558,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_arctica,100,100,100,100,100,100,100,100,95
ASV_11559,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,100,57,56,55,55,51,51,51,51
ASV_11560,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_fulvescens,100,100,100,100,100,100,100,100,100
ASV_11561,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-2,MAST-2D,MAST-2D_sp.,100,100,100,100,100,100,100,99,99
ASV_11562,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,49,49,49,49
ASV_11563,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_pusilla,100,100,100,100,100,100,100,100,100
ASV_11564,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_pouchetii,100,100,100,100,100,100,100,100,100
ASV_11565,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_X,Ochromonadales_XX,Ochromonadales_XX_sp.,100,100,100,100,100,100,72,72,72
ASV_11566,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,Minidiscus_spinulatus,100,100,100,100,100,100,100,100,87
ASV_11567,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11568,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_fulvescens,100,100,100,100,100,100,100,100,100
ASV_11569,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,100,100,100,100,100,81,81,76,63
ASV_11570,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,100,100,100,100,100,94,94,89,64
ASV_11571,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,,,100,100,100,100,100,100,99,33,33
ASV_11572,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_paracapitatum,100,100,100,100,100,100,100,100,100
ASV_11573,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia_delicatula,100,100,100,100,100,100,100,100,100
ASV_11574,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,100,100,100,100,100,100,100,100,100
ASV_11575,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_neogracilis,100,100,100,100,100,100,100,100,100
ASV_11576,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-4,MAST-4A,MAST-4A_sp.,100,100,100,100,100,100,100,100,100
ASV_11577,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,100,100,100,100,100,58,58,58,42
ASV_11578,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Temora,Temora_longicornis,100,100,100,100,100,100,100,100,100
ASV_11579,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-7,MAST-7B,MAST-7B_sp.,100,100,100,100,100,100,100,100,100
ASV_11580,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Euterpina,Euterpina_acutifrons,100,100,100,100,100,100,100,94,94
ASV_11581,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_amphioxeia,75,75,75,75,75,75,75,75,75
ASV_11582,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,47,47,47,47
ASV_11583,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Spiniferites,Spiniferites_ramosus,100,100,100,100,100,100,100,100,100
ASV_11584,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_acuta,100,100,100,100,100,100,100,100,98
ASV_11585,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11586,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,Fragilariopsis_sp.,100,100,100,100,100,100,100,96,95
ASV_11587,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,100,100,100,100,100,100,100,92,35
ASV_11588,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_sp.,100,100,100,100,100,100,100,97,93
ASV_11589,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_gelidicola,100,100,100,100,100,100,100,100,100
ASV_11590,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11591,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Euterpina,Euterpina_acutifrons,100,100,100,100,100,100,100,75,75
ASV_11592,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,Tintinnidae,Amphorellopsis,Amphorellopsis_acuta,100,100,100,100,100,100,100,98,97
ASV_11593,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Tontoniidae,Pseudotontonia,Pseudotontonia_sp.,100,100,100,100,100,100,100,100,100
ASV_11594,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus_polymorphus,100,100,100,100,100,100,100,100,98
ASV_11595,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Lumbrineris,Lumbrineris_funchalensis,100,100,100,100,100,100,100,99,57
ASV_11596,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Thoracosphaeraceae_X,Thoracosphaeraceae_X_sp.,100,100,100,100,100,100,100,71,71
ASV_11597,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_dominans,100,100,100,100,100,100,100,100,100
ASV_11598,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_sp.,100,100,100,100,100,100,52,52,52
ASV_11599,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_davisae,100,100,100,100,100,100,100,100,100
ASV_11600,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11601,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,,,,100,100,100,100,100,52,49,43,38
ASV_11602,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema_menzelii,100,100,100,100,99,91,81,81,75
ASV_11603,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,100,100,100,100,100,100,100,100,100
ASV_11604,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,100,100,100,100,100,100,100,100,100
ASV_11605,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,100,100,100,100,100,97,97,96,54
ASV_11606,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_parkeae,100,100,100,100,100,100,100,100,100
ASV_11607,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1A,MAST-1A_sp.,100,100,100,100,100,100,100,100,100
ASV_11608,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Dioithona,Dioithona_oculata,100,100,100,100,100,100,100,76,76
ASV_11609,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_commoda_A2,100,100,100,100,100,100,100,100,93
ASV_11610,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_parvum,100,100,100,100,100,100,100,100,91
ASV_11611,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium_veneficum,100,100,100,100,100,96,95,95,73
ASV_11612,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme,100,100,100,100,100,97,97,97,66
ASV_11613,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Calanus,Calanus_helgolandicus,100,100,100,100,100,100,100,100,100
ASV_11614,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Clausocalanus,Clausocalanus_furcatus,100,100,100,100,100,100,100,100,100
ASV_11615,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Pseudocalanus,Pseudocalanus_elongatus,100,100,100,100,100,100,100,99,99
ASV_11616,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_similis,100,100,100,100,100,100,100,100,97
ASV_11617,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,,,100,100,100,100,100,100,73,30,30
ASV_11618,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Calanus,Calanus_helgolandicus,100,100,100,100,100,100,100,100,92
ASV_11619,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,,,100,100,100,100,100,100,100,39,31
ASV_11620,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_steinii,100,100,100,100,100,100,100,100,95
ASV_11621,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_socialis,100,100,100,100,100,100,100,100,94
ASV_11622,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,100,100,100,100,100,100,100,65,46
ASV_11623,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_lucimarinus,100,100,100,100,100,100,100,100,78
ASV_11624,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,100,100,100,100,100,100,100,100,100
ASV_11625,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra_weissflogii,100,100,100,100,100,100,100,100,100
ASV_11626,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,100,100,100,100,100,99,99,98,64
ASV_11627,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Anomalocera,Anomalocera_patersonii,100,100,100,100,90,90,90,54,54
ASV_11628,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paracalanus,Paracalanus_parvus,100,100,100,100,100,100,100,100,100
ASV_11629,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,Odontella_rostrata,100,100,100,100,97,96,96,96,91
ASV_11630,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,Gephyrocapsa_oceanica,100,100,100,100,100,100,100,100,98
