ASV,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_8353,,,,,,,,
ASV_5354,Eukaryota,,Euglenozoa,Kinetoplastea,Eubodonida,Bodonidae,,
ASV_9548,Eukaryota,,Euglenozoa,Kinetoplastea,Neobodonida,unknown,Neobodo,Neobodo designis
ASV_7943,Eukaryota,,Euglenozoa,Kinetoplastea,Neobodonida,unknown,Neobodo,
ASV_7839,Eukaryota,,Euglenozoa,Kinetoplastea,,,,
ASV_2104,Eukaryota,,Euglenozoa,Kinetoplastea,Eubodonida,Bodonidae,unknown,Bodonidae sp. HFCC654
ASV_5192,Eukaryota,,,,,,,
ASV_4511,Eukaryota,,Euglenozoa,Kinetoplastea,Neobodonida,unknown,Neobodo,
ASV_4172,Eukaryota,,Euglenozoa,Kinetoplastea,Eubodonida,Bodonidae,Bodo,
ASV_7064,Eukaryota,,Euglenozoa,Kinetoplastea,Neobodonida,unknown,Neobodo,
ASV_6042,Eukaryota,,Euglenozoa,Kinetoplastea,Eubodonida,Bodonidae,Bodo,
ASV_2848,Archaea,,Thaumarchaeota,,,,,
ASV_9669,,,,,,,,
ASV_5760,,,,,,,,
ASV_9827,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,
ASV_8110,,,,,,,,
ASV_6665,,,,,,,,
ASV_2445,,,,,,,,
ASV_8223,,,,,,,,
ASV_2825,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora sp. KCW-2020a
ASV_3991,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora sp. KCW-2020a
ASV_7039,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora cf. communis
ASV_6039,,,,,,,,
ASV_1606,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,Thiriotia,Thiriotia pugettiae
ASV_4589,,,,,,,,
ASV_6414,,,,,,,,
ASV_6051,,,,,,,,
ASV_478,,,,,,,,
ASV_3584,,,,,,,,
ASV_1941,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora sp. KCW-2020a
ASV_6023,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,
ASV_5226,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora cf. communis
ASV_3582,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora cf. communis
ASV_5057,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora cf. communis
ASV_5427,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,
ASV_2850,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,
ASV_4704,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora sp. KCW-2020a
ASV_8287,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Ganymedidae,Ganymedes,
ASV_7851,,,,,,,,
ASV_5740,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,Thiriotia,Thiriotia pugettiae
ASV_4580,,,,,,,,
ASV_1952,,,,,,,,
ASV_4749,,,,,,,,
ASV_2493,,,,,,,,
ASV_8129,,,,,,,,
ASV_758,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,Thiriotia,Thiriotia sp. MS-2015
ASV_9537,Eukaryota,,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,Thiriotia,Thiriotia pugettiae
ASV_5782,,,,,,,,
ASV_10465,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_13792,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_13256,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_14516,Eukaryota,,,,,,,
ASV_10268,Eukaryota,,,,,,,
ASV_10930,Eukaryota,,,,,,,
ASV_11039,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_13530,Eukaryota,,,,,,,
ASV_14482,Eukaryota,,,,,,,
ASV_10270,Eukaryota,,,,,,,
ASV_10864,Eukaryota,,,,,,,
ASV_12832,Eukaryota,,unknown,Dinophyceae,Syndiniales,,,
ASV_10824,Eukaryota,,,,,,,
ASV_1887,Eukaryota,,unknown,Cryptophyceae,,,,
ASV_145,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_4226,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,
ASV_4383,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,
ASV_462,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_814,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_1155,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,,
ASV_347,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,,,
ASV_252,Eukaryota,,unknown,Cryptophyceae,,,,
ASV_215,Eukaryota,,unknown,Cryptophyceae,,,,
ASV_1400,Eukaryota,,unknown,Cryptophyceae,,,,
ASV_896,Eukaryota,,unknown,Cryptophyceae,,,,
ASV_2999,Eukaryota,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Katablepharis,Katablepharis japonica
ASV_3081,Eukaryota,,,,,,,
ASV_1218,Eukaryota,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,,
ASV_1486,Eukaryota,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_4318,Eukaryota,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_2561,Eukaryota,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_3504,Eukaryota,,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_3835,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia hudsonica
ASV_710,Eukaryota,Viridiplantae,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcaceae,Prasinococcus,Prasinococcus sp. RCC2694
ASV_353,Eukaryota,Viridiplantae,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcaceae,Prasinococcus,Prasinococcus sp. CCMP1194
ASV_13623,Eukaryota,,Ciliophora,,,,,
ASV_12818,,,,,,,,
ASV_12433,Eukaryota,,,,,,,
ASV_9451,,,,,,,,
ASV_4958,Eukaryota,,unknown,Dinophyceae,,,,
ASV_12611,Eukaryota,,,,,,,
ASV_12623,Eukaryota,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_12373,,,,,,,,
ASV_13857,Eukaryota,,unknown,Dinophyceae,Noctilucales,Kofoidiniaceae,Kofoidinium,Kofoidinium cf. pavillardii
ASV_13323,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_10697,Eukaryota,,unknown,Dinophyceae,Noctilucales,Kofoidiniaceae,Kofoidinium,Kofoidinium cf. pavillardii
ASV_10785,Eukaryota,,unknown,Dinophyceae,Peridiniales,,,
ASV_11535,Eukaryota,,unknown,Dinophyceae,Noctilucales,Kofoidiniaceae,Kofoidinium,Kofoidinium cf. pavillardii
ASV_12193,Eukaryota,,unknown,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. AS-2015
ASV_10798,Eukaryota,,unknown,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. AS-2015
ASV_14247,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
ASV_14285,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
ASV_13186,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,Exogone naidina
ASV_13822,Eukaryota,,Ciliophora,,,,,
ASV_12435,Eukaryota,,Ciliophora,,,,,
ASV_11730,Eukaryota,,,,,,,
ASV_14410,Eukaryota,,,,,,,
ASV_12158,Eukaryota,,,,,,,
ASV_12037,Eukaryota,,,,,,,
ASV_10500,Eukaryota,,,,,,,
ASV_11236,Eukaryota,,,,,,,
ASV_13147,Eukaryota,,,,,,,
ASV_11501,Eukaryota,,,,,,,
ASV_11887,Eukaryota,,,,,,,
ASV_11187,Eukaryota,,,,,,,
ASV_13286,Eukaryota,,,,,,,
ASV_12357,Eukaryota,,,,,,,
ASV_11895,Eukaryota,,,,,,,
ASV_11802,Eukaryota,,,,,,,
ASV_14205,Eukaryota,,,,,,,
ASV_11242,Eukaryota,,,,,,,
ASV_11477,Eukaryota,,,,,,,
ASV_12624,Eukaryota,,,,,,,
ASV_13325,Eukaryota,,,,,,,
ASV_14527,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,,
ASV_13799,Eukaryota,,Ciliophora,,,,,
ASV_11181,Eukaryota,,Ciliophora,,,,,
ASV_13872,Eukaryota,,,,,,,
ASV_14442,Eukaryota,,,,,,,
ASV_12257,Eukaryota,,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,
ASV_14381,Eukaryota,,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,
ASV_12859,Eukaryota,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_10496,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,
ASV_14069,Eukaryota,,unknown,Dinophyceae,Abediniales,Abediniaceae,Abedinium,
ASV_12246,Eukaryota,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Spirotontonia,Spirotontonia grandis
ASV_10521,Eukaryota,,Ciliophora,Spirotrichea,,,,
ASV_12154,Eukaryota,,Ciliophora,Spirotrichea,,,,
ASV_13845,Eukaryota,,unknown,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. AS-2015
ASV_10296,,,,,,,,
ASV_10726,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_13389,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_13419,Eukaryota,,unknown,Dinophyceae,,,,
ASV_10345,Eukaryota,,,,,,,
ASV_11114,Eukaryota,,unknown,Bigyra,,,,
ASV_13921,Eukaryota,,unknown,Bigyra,,,,
ASV_12072,Eukaryota,,unknown,Bigyra,,,,
ASV_10351,Eukaryota,,unknown,Bigyra,,,,
ASV_13949,Eukaryota,,unknown,Bigyra,,,,
ASV_12195,Eukaryota,,unknown,Bigyra,,,,
ASV_10442,Eukaryota,,unknown,Bigyra,,,,
ASV_13824,Eukaryota,,unknown,Bigyra,,,,
ASV_11993,Eukaryota,,unknown,Bigyra,,,,
ASV_12036,Eukaryota,,unknown,Bigyra,,,,
ASV_10644,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_12178,Eukaryota,,unknown,Bigyra,,,,
ASV_13888,Eukaryota,,unknown,Bigyra,,,,
ASV_10983,Eukaryota,,unknown,Bigyra,,,,
ASV_11059,Eukaryota,,unknown,Bigyra,,,,
ASV_12474,Eukaryota,,unknown,Bigyra,,,,
ASV_10468,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_14190,Eukaryota,,unknown,Bigyra,,,,
ASV_13400,Eukaryota,,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,
ASV_13429,Eukaryota,,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,
ASV_13250,Eukaryota,,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,
ASV_12489,Eukaryota,,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,
ASV_11811,Eukaryota,,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,,
ASV_12336,Eukaryota,,Ciliophora,,,,,
ASV_13182,Eukaryota,,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,
ASV_13183,Eukaryota,,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,
ASV_10543,Eukaryota,,Ciliophora,,,,,
ASV_14186,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_12360,Eukaryota,,unknown,Bigyra,,,,
ASV_14039,Eukaryota,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_12508,Eukaryota,,unknown,Dictyochophyceae,Dictyochales,unknown,Vicicitus,Vicicitus globosus
ASV_14364,Eukaryota,,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,,
ASV_13348,,,,,,,,
ASV_12553,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_14061,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_10946,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_12554,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_13585,Eukaryota,,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,Thraustochytrium,
ASV_12941,Eukaryota,,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_12896,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_13448,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_13130,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_13473,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,
ASV_11513,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus convexus
ASV_11260,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_11007,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_10877,Eukaryota,,Ciliophora,Phyllopharyngea,,,,
ASV_14418,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_13430,Eukaryota,,unknown,Bigyra,Bicosoecida,Bicosoecidae,Symbiomonas,Symbiomonas scintillans
ASV_12949,Eukaryota,,Ciliophora,Oligohymenophorea,Peniculida,Frontoniidae,Frontonia,
ASV_13235,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,Goniada maculata
ASV_11933,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_12570,Eukaryota,Metazoa,Mollusca,Bivalvia,Venerida,,,
ASV_10308,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Falcomonas,Falcomonas daucoides
ASV_13391,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Falcomonas,Falcomonas daucoides
ASV_11442,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_12080,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_11890,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_10885,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_11001,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_12678,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,
ASV_14026,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_13881,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax sp. RCC815
ASV_12274,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_13493,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11581,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11489,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11463,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_10794,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_12166,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_12007,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_13550,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_13777,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,,
ASV_11381,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,,
ASV_11455,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,,
ASV_14438,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11295,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11008,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11320,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_11732,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_10429,Eukaryota,,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,,
ASV_11100,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_10271,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,,
ASV_12127,Eukaryota,,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,,
ASV_12210,Eukaryota,,unknown,Cryptophyceae,,,,
ASV_13762,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_10690,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_12746,Eukaryota,,,,,,,
ASV_10311,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_12477,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_13321,Eukaryota,,unknown,Chrysophyceae,unknown,unknown,unknown,Chrysophyceae sp. I8
ASV_12730,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_10991,Eukaryota,,,,,,,
ASV_11814,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_14428,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_13636,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_11104,Eukaryota,,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,
ASV_10855,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_10341,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_14429,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_14240,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_13475,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_10566,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_12029,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_10411,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_12265,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_10850,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_10634,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_12656,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_13852,Eukaryota,,,,,,,
ASV_14034,Eukaryota,,,,,,,
ASV_12805,Eukaryota,,unknown,Chrysophyceae,Chromulinales,,,
ASV_10291,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_12269,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_11193,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_10960,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_10471,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_14483,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_11892,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_10802,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_10820,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_13920,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_12814,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_10786,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_13403,Eukaryota,,,,,,,
ASV_11261,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,
ASV_11565,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,
ASV_10711,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_13735,Eukaryota,,,,,,,
ASV_11888,Eukaryota,,,,,,,
ASV_12545,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,
ASV_12870,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_13563,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_10378,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_14235,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_14447,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_13885,Eukaryota,,unknown,Chrysophyceae,Chromulinales,,,
ASV_12752,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_13700,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_14117,Eukaryota,,unknown,Polycystinea,Spumellaria,,,
ASV_13510,Eukaryota,,unknown,Polycystinea,Spumellaria,Litheliidae,Lithelius,Lithelius sp. MMS-2020a
ASV_13875,Eukaryota,,unknown,Polycystinea,Spumellaria,,,
ASV_14389,Eukaryota,,unknown,Polycystinea,Spumellaria,,,
ASV_12852,Eukaryota,,unknown,Polycystinea,,,,
ASV_12495,Eukaryota,,unknown,Polycystinea,,,,
ASV_12851,Eukaryota,,unknown,Polycystinea,Spumellaria,Coccodiscidae,,
ASV_13375,Eukaryota,,unknown,Polycystinea,Spumellaria,,,
ASV_12469,Eukaryota,,unknown,Synurophyceae,Synurales,Mallomonadaceae,Synura,
ASV_10484,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_14509,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_10971,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_13594,Eukaryota,,,,,,,
ASV_14230,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_10905,Eukaryota,,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
ASV_11024,Eukaryota,,,,,,,
ASV_10869,Eukaryota,,,,,,,
ASV_11940,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_13440,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_10945,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_14380,Eukaryota,,unknown,Chrysophyceae,Chromulinales,,,
ASV_14064,Eukaryota,,unknown,Polycystinea,,,,
ASV_12572,,,,,,,,
ASV_10978,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_10758,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_12507,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_13916,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_13818,Eukaryota,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_12672,Eukaryota,,unknown,Chrysophyceae,,,,
ASV_12589,Eukaryota,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_13367,Eukaryota,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_13051,Eukaryota,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_13109,Eukaryota,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_11632,Eukaryota,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_14396,Eukaryota,,Haptophyta,,,,,
ASV_12581,Eukaryota,,Haptophyta,,,,,
ASV_14129,Eukaryota,,Haptophyta,,,,,
ASV_14493,Eukaryota,,Haptophyta,,,,,
ASV_11220,Eukaryota,,Haptophyta,,,,,
ASV_10831,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_12929,Eukaryota,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_14218,Eukaryota,,Haptophyta,,,,,
ASV_13088,Eukaryota,,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
ASV_13740,Eukaryota,Metazoa,unknown,unknown,unknown,unknown,unknown,Metazoa environmental sample
ASV_10604,Eukaryota,Metazoa,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,Oikopleura dioica
ASV_11688,Eukaryota,Metazoa,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,Oikopleura dioica
ASV_11685,Eukaryota,Metazoa,,,,,,
ASV_11733,Eukaryota,Metazoa,,,,,,
ASV_11208,Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,Dactyliosolen blavyanus
ASV_14327,Eukaryota,,unknown,Polycystinea,,,,
ASV_12707,Eukaryota,,,,,,,
ASV_14135,Eukaryota,,unknown,Polycystinea,,,,
ASV_13479,Eukaryota,,unknown,Polycystinea,,,,
ASV_13580,Eukaryota,,,,,,,
ASV_14079,Eukaryota,,,,,,,
ASV_10413,Eukaryota,,,,,,,
ASV_14238,Eukaryota,,unknown,Polycystinea,Nassellaria,Pterocorythidae,Pterocorys,
ASV_12919,Eukaryota,,,,,,,
