,PC1,PC2,PC3,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_3378,-0.0027364905560201386,-0.0036181034312147827,0.0003014265708255324,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_3384,0.02485128326873559,0.01945605287963275,0.016601428063614223,,Bacillariophyta,Mediophyceae,,,,
ASV_3386,-0.0012608803548783706,-0.0201008325202201,0.012889392654202018,,,Dinophyceae,,,,
ASV_3389,0.01756767416788929,0.016601716668171455,0.009519271782170614,,,Dinophyceae,,,,
ASV_3391,-0.016496224105526664,0.009905737611694696,0.008202967333691904,,Bacillariophyta,,,,,
ASV_3411,-0.020748113402129894,0.009377683876301616,-0.0020224023870307377,,,Dinophyceae,,,,
ASV_3413,-0.018630857905371397,0.011456660318459948,0.009620610079043683,,,Dinophyceae,,,,
ASV_3414,0.001954479571904274,-2.162008712105424e-05,0.0009993682712158298,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,
ASV_3415,-0.003081114843833111,-0.01946952212614974,0.010814077761965633,,Haptophyta,,,,,
ASV_3416,-0.01910042690296072,0.015339212100454552,0.008411534887396542,,,Dictyochophyceae,Florenciellales,,,
ASV_3418,-0.020569500832652233,0.012842730284054778,0.00978115825933913,,,Dinophyceae,,,,
ASV_3423,-0.025524648368388594,0.017113196075839675,0.011343650586492931,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_3426,-0.026055840621794512,0.017261388419833622,0.011593664271010037,,Bacillariophyta,Mediophyceae,,,,
ASV_3427,0.01741055473050652,0.013809725955385595,0.011428369549683728,,Bacillariophyta,,,,,
ASV_3428,0.023579089700770706,0.01843362857901958,0.015157634025294988,,,Dinophyceae,,,,
ASV_3461,0.016354951957298025,0.012942210408833131,0.011432118822643254,,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
ASV_3462,0.02480094858915246,0.019479979637530453,0.01657246765524838,,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,Lankesteria,Lankesteria chelyosomae
ASV_3464,0.018202656185551593,0.014307583588566127,0.011726625505167843,,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,Lankesteria,Lankesteria chelyosomae
ASV_3466,0.008114275948321124,-0.000324896557049664,0.009824361215123771,,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae,Leegaardiella,
ASV_3468,0.0037050141916686844,0.0036661828513459547,0.003731775486365709,,,Dinophyceae,,,,
ASV_3469,-0.009430945991864543,0.005697001672705342,0.005166819625164407,,,Dinophyceae,,,,
ASV_3470,9.240482119355855e-06,-0.00032544107355301317,0.0003328881595836515,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_3472,0.0007503448002013389,8.733809941666173e-05,0.0005379848538340585,,Oomycota,,,,,
ASV_3473,0.00217641204929594,0.000559206780473588,0.0009758376760586705,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_3475,0.019780904174634593,0.0025415550495906047,0.004997118301007806,,,Dinophyceae,,,,
ASV_3476,-0.005832684556795468,-0.027459583055655868,0.012540065173447848,,,Chrysophyceae,,,,
ASV_3477,-0.005932849366168516,-0.028674762070444382,0.013056657561299919,Fungi,Chytridiomycota,Chytridiomycetes,,,,
ASV_3482,0.010933783435208616,0.008309529279211421,0.006607433030414541,,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae,Leegaardiella,
ASV_3483,0.02358577346657302,0.018648186485556138,0.015701766467666963,,,Choanoflagellata,Craspedida,Salpingoecidae,Choanoeca,Choanoeca perplexa
ASV_3494,-0.009413954335607938,0.0063419879237532634,0.004717820719068919,,,Dinophyceae,,,,
ASV_3495,-0.01702169433280213,0.018290978285779212,-0.0003060708630328281,,,,,,,
ASV_3496,-0.017888574323189483,0.012273903881314783,0.007988523814019025,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV_3497,0.02219402350708208,0.017447795581278687,0.01434867461151082,,,Dinophyceae,,,,
ASV_3503,-0.022871826025425448,-0.004045768248002019,-0.0028004119099395665,,Picozoa,,,,,
ASV_3510,-0.02004661383828898,0.012882983716585061,0.009206987084052279,,,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,
ASV_3511,-0.00034283681766377464,0.0003625617282134957,0.0005251544367618607,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_3512,0.004536063354375012,-0.0038513252829615245,-0.00042324023226792285,,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora beaufortiana
ASV_3513,0.002622640887394613,-0.0002805783224953372,0.0012028924916425683,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_3515,-0.0043669937108617085,-0.021408846826626488,0.009934297673638848,,Ciliophora,Oligohymenophorea,Sessilida,,,
ASV_3516,-0.006370442883207552,-0.021524188138260646,0.007630865167003672,,,Dinophyceae,,,,
ASV_3518,0.0028503797294406304,-0.015148249356044256,0.014622814719514356,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_3521,0.014598195353059878,0.022928492115923325,0.0019253659065630734,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_3524,0.007675756859546904,-0.004260100970805578,0.012777645287793465,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia shrubsolei
ASV_3526,0.0025467929145216997,4.682954620190083e-05,0.0012839828600943255,,,Dinophyceae,,,,
ASV_3528,-0.005496474532015628,-0.0050533386388831245,-0.0037166850796492715,,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus
ASV_3555,-0.01512918202291583,0.008930233720244768,0.007732001242280136,,,Dinophyceae,,,,
ASV_3558,0.0328321557503301,0.01077747291539736,0.009736796164257181,,Cercozoa,Chlorarachniophyceae,,,,
ASV_3559,-0.009973343649264117,0.007817503013435674,0.0068642999308679824,,,Dinophyceae,,,,
ASV_3560,0.011936391340551031,0.0021862631096915717,0.012399039263052086,,,,,,Telonemia,
ASV_3561,0.001401620080852538,-0.009404976111444946,0.007726754010045345,,,Dinophyceae,,,,
ASV_3562,0.02207016984556546,0.017395098586709644,0.01436059620780241,,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis
ASV_3563,0.019150427749398912,0.015086614072972819,0.012834320701064909,Metazoa,Mollusca,Caudofoveata,Chaetodermatida,Chaetodermatidae,Chaetoderma,Chaetoderma nitidulum
ASV_3564,0.021535294645500483,0.016777115803970136,0.014508019256215641,Metazoa,Annelida,Sipuncula,Golfingiida,Golfingiidae,Nephasoma,Nephasoma pellucidum
ASV_3565,-0.00454103475214949,-0.00937385797360769,0.0015756619593766802,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis
ASV_3567,0.01678344840667949,0.026552683871313997,0.0022499075757473953,,,Dinophyceae,,,,
ASV_3579,0.0035242024427552315,-0.014911155483096314,0.015410962840114416,Metazoa,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus serpens
ASV_3618,0.0019723732081552083,0.0002826105892402826,0.0009001769137203424,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_3620,-0.01929823360463999,0.01174995094038812,0.009646743177006652,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_3621,-1.5869624428017156e-05,0.00030247925872884805,0.0003045295183383596,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_3622,0.0025134387369503933,0.00014576484100284548,0.0010754156799686926,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_3623,0.0025532024693133344,0.0003581887559784939,0.0011253972056435013,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_3628,-0.0001188966455669387,0.00011526440897277135,0.0002710679591529942,,,Dinophyceae,,,,
ASV_3629,-0.021821382954737168,0.003222723590511807,0.00039053926052925043,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_3630,0.002893458888844981,-0.0002744682017303322,0.001222477496412694,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_3633,-0.01860275560110198,0.00401609380833813,0.002723796940458983,,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora commutata
ASV_3634,-0.017925991052625323,-0.010100211534716156,-0.00779470337798469,,Picozoa,,,,,
ASV_3636,-0.01687650543809116,0.01127876015898957,0.007535065800544116,,,Bigyra,,,,
ASV_3641,-0.008394100838290347,-0.003697247029495488,-0.0029242319217175224,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_3643,-0.0014124329128749782,0.012884338110902194,-0.0022391401320288077,,,Dinophyceae,,,,
ASV_3654,0.019253740884959743,0.01526533319018234,0.013308021823903017,,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,Tintinnopsis tubulosoides
ASV_3671,-0.0009145798393207684,0.003940975133321178,-0.0032641106861573746,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_3672,-0.000888380590158113,-0.01268826365131031,0.008358846424726852,,,Acantharea,,,,
ASV_3673,0.011687544021292993,-0.008592787287570958,-0.005603791160269019,,,Dinophyceae,,,,
ASV_3674,0.0180816749052042,0.014052363723264781,0.012002060906112175,,Bacillariophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Paralia,Paralia sulcata
ASV_3675,-0.020367995738565455,0.013471396413816126,0.009504133985183133,,,Dinophyceae,,,,
ASV_3676,-0.0067315989849726626,0.005079025598243292,0.002796912048246038,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_3677,-0.008568882086559405,0.005892182339525713,0.0039200280692399374,,Bacillariophyta,,,,,
ASV_3678,-0.008361947023909968,0.004657218463646157,0.005149205640248803,,,,,,Telonemia,
ASV_3679,-0.01599966006208244,0.010493696862077876,0.007526683334552866,,Ciliophora,Spirotrichea,,Strombidiidae,Laboea,Laboea strobila
ASV_3680,-0.007684222815748061,0.004767790357468707,0.004361255650632962,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
ASV_3681,-0.0002735175823364565,0.00026483237366627777,0.0001749203337573695,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_3682,-0.005162294120778617,-0.025190291981604523,0.011537711807690814,,,Dinophyceae,,,,
ASV_3683,0.016056552139760146,0.01997710073604152,0.0052832815349643635,,,Bolidophyceae,Parmales,,,
ASV_3684,0.01802230576352612,0.0023696845911112155,-0.0019166938014301576,,,Choanoflagellata,Craspedida,Salpingoecidae,,
ASV_3685,0.0052016589851263395,-0.007164352147903639,0.011858607555926066,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_3686,0.0026255728777313143,0.006724018627838016,-0.0018289362886265302,,,Dinophyceae,,,,
ASV_3687,0.003883803215554604,-0.015413848479203015,0.015921398045333223,,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,Cerataulina pelagica
ASV_3689,-0.0038326533396941097,-0.01001032563750373,0.0027102931403449096,,,Dinophyceae,,,,
ASV_3690,-0.005011088186048222,-0.006834447593605192,-0.0008357816134328615,,,Bigyra,,,,
ASV_3720,0.003553407518292558,-0.015454259595053069,0.0157608406423843,Fungi,Chytridiomycota,Chytridiomycetes,,,,
ASV_3728,-0.0038441444051257444,-0.016770409355850373,0.0073607310507628285,,,Bigyra,Labyrinthulida,Labyrinthulaceae,,
ASV_3734,-0.0028504939645008077,-0.011778659284576486,0.005644047063353068,,,Dinophyceae,,,,
ASV_3737,-0.002224895783019137,-0.011207985462026735,0.0054337358628228,,Haptophyta,,Prymnesiales,Prymnesiaceae,Haptolina,Haptolina cf. hirta
ASV_3738,-0.004763792708639128,-0.022896279543280777,0.010535440899699194,,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora veneta
ASV_3739,0.0013236808582219,0.005686632033436309,0.007989359105460586,,Ciliophora,Spirotrichea,,,,
ASV_3740,0.017761122692209884,0.013797741088123455,0.011340663846711476,Metazoa,Porifera,Calcarea,Leucosolenida,Grantiidae,Leucandra,Leucandra aspera
ASV_3741,0.021125676274111077,0.013729961060196789,0.005284035019946463,,,Dinophyceae,,,,
ASV_3744,0.004182946985632318,0.0028979307638631723,0.0021942271033723666,,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,Askenasia,
ASV_3756,-0.006316964782338484,0.005494168134291351,0.002124623960792957,,,Bigyra,,,,
ASV_3768,0.015259069647253324,0.011964109418493053,0.010393840335050414,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_3769,0.018366141574061003,0.014325280145325116,0.011971980951026265,Metazoa,Mollusca,Gastropoda,Trochida,Phasianellidae,Hiloa,Hiloa variabilis
ASV_3771,0.017615560746413725,0.013885804750748595,0.011683561924229134,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_3787,0.01844118091961402,-0.003402205675062681,-0.0018187332763853264,,,Dinophyceae,,,,
ASV_3788,0.018444636764665068,0.015762718020295555,0.011097890776539152,,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas imperforata
ASV_3790,-0.0006176553786345962,0.003766777559162798,0.0052910607600529114,,,,,,,
ASV_3794,0.01803763971264407,0.020294704088366037,-0.0016685569731108008,,,Dinophyceae,,,,
ASV_3795,0.00758129285061822,-0.02977906797253855,0.004716055014017633,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_3796,-0.0026961727745043475,0.02488576662561341,-0.005516367977983194,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
ASV_3797,-0.0043032091037049055,-0.02095873269012162,0.009657582843892211,,Haptophyta,,,,,
ASV_3813,0.0022737969356182264,-0.00010485787345077323,0.0009078098786409496,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_3815,-0.01651887727202501,0.01076197913645933,0.007358946081053625,,,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Goniodoma,Goniodoma polyedricum
ASV_3816,0.007032150607731296,-2.9899882762567288e-05,0.00013478828592810172,,,Dinophyceae,,,,
ASV_3817,0.034978421283079854,-0.006800836069808882,-0.00308977146363204,,,Dinophyceae,,,,
ASV_3821,-0.011601807566089504,0.007412181167933174,0.005897105716785618,,,Dinophyceae,,,,
ASV_3823,0.0001907771600243588,-0.0001696965780119448,0.0004018431235718547,,,Dinophyceae,,,,
ASV_3859,0.020235238259414267,0.008667582203307059,0.008163985199226129,,,Bigyra,,,,
ASV_3860,-0.017391906416141262,0.011258465022611797,0.00811984370713492,,,Dinophyceae,,,,
ASV_3862,-0.018082871940929036,0.011824137027353845,0.008032862756020645,,Bacillariophyta,Mediophyceae,,,,
ASV_3863,-0.008585979549843076,0.006035846548587994,0.004188797875291885,,,Dinophyceae,,,,
ASV_3864,-0.016651666643991415,0.010499065192188812,0.00795037738915002,,Ciliophora,Spirotrichea,,Strombidiidae,Parallelostrombidium,Parallelostrombidium conicum
ASV_3865,0.002528593278715316,-0.0003829713448069357,0.0011852050418382038,,,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium monovelum
ASV_3866,0.002634914141809058,0.00034821353496328157,0.003948551994471829,,,Dinophyceae,,,,
ASV_3867,0.0020217405543644165,-5.6527855787279924e-05,0.0010287277468220045,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_3868,0.0011037686077826174,-0.0004124359301517771,0.0006044339647806663,,,Dinophyceae,,,,
ASV_3870,-0.0012889157632867973,-0.0008340389591218458,0.00023619779688706174,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_3871,0.0002894291708856553,0.00015507899970835097,0.00042824149955086464,,,Dinophyceae,Suessiales,,,
ASV_3872,0.0005658418858037226,-0.00010225796023132912,0.0006143083230558529,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_3873,0.006251679180735381,-0.005529286097852033,-0.004188983645237828,,,Dinophyceae,,,,
ASV_3874,0.02012148938772957,0.026305381064462976,0.006931931405391399,,,Ichthyosporea,,,,
ASV_3875,-0.0005023174428865119,-0.018588091976829986,0.012394338322766568,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_3876,-0.002255675284702504,-0.013755049185707295,0.006079720409022347,,,Dinophyceae,,,,
ASV_3877,-0.004395317098266633,-0.020958650030384347,0.009635188646841654,,,,,,,
ASV_3881,0.022538090865741045,0.010132030488390594,0.010264935004203788,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paulsenella,Paulsenella vonstoschii
ASV_3883,-0.01960270849207741,0.013010695156697765,0.00910397990766249,,,Dinophyceae,,,,
ASV_3887,0.014904909326133777,-0.021107319827306015,0.007414247719147239,,Ciliophora,Spirotrichea,,Tontoniidae,,
ASV_3893,0.003082407343878348,-0.013513713412266362,0.013443173588626161,,,Acantharea,,,,
ASV_3894,0.017801277513219662,0.013941820604942388,0.01163969995004872,,,,,,Telonemia,
ASV_3895,0.009778789311711571,0.007790507185387591,0.006438681043479798,,,Bigyra,Bicosoecida,,Caecitellus,
ASV_5279,-0.0021587015993352054,0.00018418853400188962,-0.00010849246323878311,,,Dinophyceae,,,,
ASV_5332,0.007340680526205248,-0.003612833951290279,-0.004102612512018784,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_5345,0.01352789095561631,-0.026787656458353796,-0.0191633394299627,,Bacillariophyta,Mediophyceae,,,,
ASV_5357,-0.0051127945991921225,-0.009062366732056864,-0.022169822806474056,Metazoa,Arthropoda,Insecta,,,,
ASV_5376,0.003946238965612965,-0.0024679751752691914,-0.0011755696742879887,,,Chrysophyceae,,,,
ASV_5389,-0.0008121503587384312,0.003313747537664503,-0.0030367932070122943,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium neptuni
ASV_5390,-0.0007652318698473505,0.0036505066466147275,-0.0032286282483012857,,,Dinophyceae,,,,
ASV_5391,-0.0007286749283965622,0.0035867426144657,-0.0028816668034615162,,,Pelagophyceae,,,,
ASV_5392,-0.0006212242445568761,0.0033620687074042014,-0.0029071906884514825,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_5393,0.0005393093567963819,-0.0015816223560953105,0.001989811374201175,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_5394,-0.006225346066064843,0.0003427749521225537,-0.007913100662640444,,,Dinophyceae,,,,
ASV_5395,-0.000772576416973024,0.004562564742324251,-0.003977096260107561,,,Dinophyceae,,,,
ASV_5396,-0.020537291998830403,-0.00478494123898206,-0.021528605540954617,,Bacillariophyta,Mediophyceae,,,,
ASV_5397,-0.01617073102391587,-0.005203070279046373,-0.015640051782204616,,,Dinophyceae,,,,
ASV_5398,-0.009678263317787615,0.004417533485101423,-0.014889501246365821,,,Dinophyceae,,,,
ASV_5399,0.00363540198550862,0.0025772734138959207,0.002654558014484045,,,Dinophyceae,,,,
ASV_5400,-0.017874428293995295,-0.014356307654304304,-0.011110297573172157,,,Dinophyceae,,,,
ASV_5401,-0.017176423306427113,-0.013612014060387829,-0.01028548259682889,,,Dinophyceae,,,,
ASV_5402,-0.009183100164517384,-0.007237719699773885,-0.005269399743199545,,,Dinophyceae,,,,
ASV_5403,-0.014844106527854575,-0.011897803807004835,-0.009218711876541346,,,Dinophyceae,,,,
ASV_5404,-0.013289953405909343,-0.009501267241144083,-0.009009111451989345,,Picozoa,,,,,
ASV_5405,-0.00241649524123417,-0.001990176520944066,-0.0009811429162074866,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira gessneri
ASV_5406,-0.016458184564158304,-0.013234253663893945,-0.010271026997251092,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas aestivalis
ASV_5407,-0.016091493126198373,-0.012999273923793488,-0.009967970283981501,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_5408,-0.008326912056857753,-0.006790464298709924,-0.005089946685709947,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra guillardii
ASV_5409,-0.007799660272426673,-0.006451973918075634,-0.004891254294874197,,,Dinophyceae,,,,
ASV_5410,-0.010050545541399648,-0.008279321412181649,-0.006423727602145443,,,Cryptophyceae,Cryptomonadales,,,
ASV_5411,-0.003310079506305727,-0.00269612480788441,-0.0020362768315643175,,,Dinophyceae,,,,
ASV_5412,0.011331291479068636,-0.00655416785308754,-0.00676521933818663,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_5413,-0.001771342217627537,0.008304112526294306,-0.007979725970157343,,,Dinophyceae,,,,
ASV_5414,-0.0011169567160909174,0.004557936098755373,-0.004326198933723906,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_5416,-0.0009804456834731918,0.003758796063625006,-0.0032197599813588826,,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae,Leegaardiella,
ASV_5424,0.011423205261696334,-0.007421464633928286,-0.0042163633281326815,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_5426,0.0015685294395466037,-0.001018053712847703,-0.0002217592604714631,,,Dinophyceae,,,,
ASV_5438,0.011266232834599134,-0.009860700290895773,-0.0012064528896509215,,,Dinophyceae,,,,
ASV_5439,0.0044411285252334304,-0.0010136910285477327,-0.015438116662337147,,,Dinophyceae,,,,
ASV_5441,0.0045542434395836094,0.01975307213220802,-0.008407558424435666,,,Dinophyceae,,,,
ASV_5444,0.02067417284274752,-0.020189536140170175,-0.025401906913842785,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina acantha
ASV_5445,0.02525715792860768,-0.001737539986423842,-0.015370594367670493,,,Chrysophyceae,,,,
ASV_5446,0.01211789519987753,0.02048037724286479,-0.021727718661059953,,,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagococcus,Pelagococcus subviridis
ASV_5447,0.006083745204926457,-0.014802771372792435,-0.020569603510028945,,,Dinophyceae,,,,
ASV_5448,-0.0017459026062184649,0.007401558508313129,-0.007027252871649576,,Cercozoa,Thecofilosea,,Ebriacea,,
ASV_5449,-0.0031484699189156876,-0.011840675999044703,-0.01719304155153594,,Haptophyta,,Zygodiscales,Helicosphaeraceae,Helicosphaera,Helicosphaera carteri
ASV_5450,0.006365075530716508,0.005278689533221427,-0.017631897518073047,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_5451,0.01994257822895332,0.0012856641180175284,-0.013411959587988536,,,Bigyra,Thraustochytrida,Thraustochytriaceae,,
ASV_5460,-0.006114823727495937,-0.00027681647039809335,-0.0014157797018246167,,,Dinophyceae,,,,
ASV_5461,-0.0052519309371614,-0.00018402435295187365,-0.0011364103934413362,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_5463,-0.0031462929449965057,-0.00020525760544934672,-0.0005256147351227034,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_5465,-0.005815713174164309,-0.0002642384372402369,-0.0013976360381367681,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_5466,-0.00038891605464734877,-0.002700865051235416,0.0015307887923512134,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos fusus
ASV_5467,0.0005649209703184624,0.0164957013933899,-0.010890281879006343,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_5468,0.0015253889299256234,-0.0024933631341823976,-0.013656038894392963,,,Dinophyceae,,,,
ASV_5469,0.004902081162693196,-0.004982366992583661,-0.0010602913177410734,,,,,,Telonemia,
ASV_5478,0.015449422183703905,0.00974694086820998,-0.012913013609293752,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira concaviuscula
ASV_5479,-0.001712436613037844,0.012690707001495516,-0.01103700056291322,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,
ASV_5480,0.002489300245729378,0.012220280160810724,-0.005046357552939008,,,Bigyra,,,,
ASV_5481,0.011232858294262262,-0.003063569307439825,-0.005928492482276528,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos fusus
ASV_5482,0.0013030885063632083,0.005066493603382535,-0.0018992624109652745,Fungi,Cryptomycota,,,,,
ASV_5483,-0.0037146493226060317,-0.001560906684108634,-0.0010558866399248763,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium smaydae
ASV_5484,0.011847672034085424,-0.0035715053975952493,-0.005871527708120513,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos gravidus
ASV_5485,0.0035059513247975337,0.01573614281968948,-0.006550931327145532,,,Dinophyceae,,,,
ASV_5486,0.000505667601636692,0.001617009967257416,-0.000321707276651576,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira concaviuscula
ASV_5487,0.0026899216841530576,-0.012610748267413856,-0.012993132204995693,Metazoa,Arthropoda,Insecta,,,,
ASV_5488,-0.0005834111519750442,0.027718538424607298,-0.020127625172723058,,,Dinophyceae,,,,
ASV_5489,-0.0008684931173634556,-0.004571761638130636,0.0024437363793172453,,,Dinophyceae,,,,
ASV_5490,0.00040030813863622467,0.00026741931437900224,0.0006193678694484252,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_5492,-0.000473673129382641,-0.0002158530703950556,0.00022788046433311384,,,Dinophyceae,,,,
ASV_5495,-0.0012135699228595503,6.843671084748274e-05,-6.875404352988563e-05,,Bacillariophyta,Mediophyceae,,,,
ASV_5496,-0.000824400554123252,-0.00024701661917563044,0.00020794757260889348,Metazoa,Rotifera,Eurotatoria,Ploima,Gastropidae,Ascomorpha,Ascomorpha ovalis
ASV_5497,-0.0005993153899749249,2.2616948878706967e-05,0.0002561344408301914,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_5498,0.011148280213252775,-0.005454268045753723,-0.00153930657014819,,,Dinophyceae,,,,
ASV_5499,-0.0005993153899749249,2.2616948878706967e-05,0.0002561344408301914,,,Dinophyceae,,,,
ASV_5500,0.011958887398252427,-0.007964907627882767,-0.004352153022124786,,,Dinophyceae,,,,
ASV_5502,0.009412528528661757,0.004256705308868108,-0.0171825003498075,,,Dinophyceae,,,,
ASV_5503,0.009546929868097872,-0.006003844666702265,-0.003999034115312322,,,Dinophyceae,,,,
ASV_5504,-0.002782124673802353,-4.812897175449453e-05,-0.000619592553490899,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_5505,0.011049302855627467,-0.0064176764167244455,-0.005237381419605869,,,Bigyra,,,,
