ASV,domain,kingdom,supergroup,division,subdivision,class,order,family,genus,species
ASV_6690,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6691,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Amphora,Amphora_lineolata
ASV_6692,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_pouchetii
ASV_6693,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis_galbana
ASV_6694,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6695,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_sp.
ASV_6696,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6697,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6698,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_sp.
ASV_6699,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_pouchetii
ASV_6700,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned
ASV_6701,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6702,Eukaryota,unassigned,Alveolata,Ciliophora,unassigned,Spirotrichea,Tintinnida,TIN_07,Tintinnopsis_07,Tintinnopsis_07_sp.
ASV_6703,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.
ASV_6704,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Conticribra,Conticribra_weissflogii
ASV_6705,Eukaryota,unassigned,Obazoa,Opisthokonta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6706,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6707,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_aff_polylepis
ASV_6708,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Triceratium,Triceratium_pentacrinus
ASV_6709,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Conticribra,Conticribra_weissflogii
ASV_6710,Eukaryota,unassigned,Hacrobia,Picozoa,unassigned,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.
ASV_6711,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_sp.
ASV_6712,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6713,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
ASV_6714,Eukaryota,unassigned,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6715,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6716,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysislitoralis
ASV_6717,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6718,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6719,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6720,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Licmophora,Licmophora_reichardtii
ASV_6721,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Conticribra,Conticribra_weissflogii
ASV_6722,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Melosira,Melosira_arctica
ASV_6723,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6724,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,unassigned
ASV_6725,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,MOCH-4,MOCH-4_X,MOCH-4_XX,MOCH-4_XXX,MOCH-4_XXX_sp.
ASV_6726,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_sp.
ASV_6727,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia_sp.
ASV_6728,Eukaryota,unassigned,unassigned,unassigned,unassigned,Oomycota,unassigned,unassigned,unassigned,unassigned
ASV_6729,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.
ASV_6730,Eukaryota,unassigned,unassigned,unassigned,unassigned,Polycystinea,Collodaria,Sphaerozoidae,unassigned,unassigned
ASV_6731,Eukaryota,unassigned,TSAR,Alveolata,Ciliophora,Oligohymenophorea,unassigned,unassigned,unassigned,unassigned
ASV_6732,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_guillardii
ASV_6733,Eukaryota,unassigned,Opisthokonta,Mesomycetozoa,unassigned,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Pseudoperkinsus,Pseudoperkinsus_tapetis
ASV_6734,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6735,Eukaryota,unassigned,Stramenopiles,Ochrophyta,unassigned,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_hispida
ASV_6736,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Tovelliaceae,Woloszynskia,Woloszynskia_halophila
ASV_6737,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
ASV_6738,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
ASV_6739,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6740,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned
ASV_6741,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
ASV_6742,Eukaryota,unassigned,unassigned,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,prasinophyte_sp._MBIC10622
ASV_6743,Eukaryota,unassigned,Excavata,Discoba,Euglenozoa,Kinetoplastea,unassigned,unassigned,unassigned,unassigned
ASV_6744,Eukaryota,unassigned,Opisthokonta,Metazoa,unassigned,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp.
ASV_6745,Eukaryota,unassigned,Alveolata,Dinoflagellata,unassigned,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
ASV_6746,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6747,Eukaryota,unassigned,unassigned,Arthropoda,unassigned,Malacostraca,Decapoda,unassigned,unassigned,unassigned
ASV_6748,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,Syndiniales,unassigned,unassigned,unassigned,unassigned
ASV_6749,Eukaryota,unassigned,Archaeplastida,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6750,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6751,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Gymnodiniales,Gymnodiniaceae,unassigned,unassigned
ASV_6752,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6753,Eukaryota,unassigned,Provora,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6754,Eukaryota,unassigned,TSAR,Stramenopiles,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6755,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6756,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6757,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6758,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6759,Eukaryota,unassigned,Obazoa,Opisthokonta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6760,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,uncultured_marine_eukaryote
ASV_6761,Eukaryota,unassigned,unassigned,unassigned,unassigned,Chrysophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6762,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Peridiniales,Peridiniaceae,unassigned,unassigned
ASV_6763,Eukaryota,unassigned,unassigned,Cercozoa,unassigned,Thecofilosea,unassigned,unassigned,unassigned,unassigned
ASV_6764,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6765,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,uncultured_marine_eukaryote
ASV_6766,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6767,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6768,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,uncultured_marine_eukaryote
ASV_6769,Eukaryota,unassigned,unassigned,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6770,Eukaryota,unassigned,TSAR,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6771,Eukaryota,unassigned,Archaeplastida,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6772,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6773,Eukaryota,unassigned,Obazoa,Opisthokonta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6774,Eukaryota,unassigned,TSAR,Rhizaria,Foraminifera,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6775,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned
ASV_6776,Eukaryota:plas,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6777,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6778,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6779,Eukaryota,unassigned,Obazoa,Opisthokonta,Fungi,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6780,Eukaryota,unassigned,unassigned,Discosea,unassigned,unassigned,Himatismenida,unassigned,unassigned,unassigned
ASV_6781,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6782,Eukaryota,unassigned,Archaeplastida,Chlorophyta,Chlorophyta_X,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6783,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6784,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6785,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6786,Eukaryota,unassigned,unassigned,Apicomplexa,unassigned,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned
ASV_6787,Eukaryota,unassigned,Obazoa,Opisthokonta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6788,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6789,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6790,Eukaryota,unassigned,unassigned,Haptista,unassigned,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,unassigned
ASV_6791,Eukaryota,unassigned,unassigned,Cercozoa,unassigned,unassigned,Cercomonadida,Cercomonadidae,unassigned,unassigned
ASV_6792,Eukaryota,unassigned,unassigned,Streptophyta,unassigned,Marchantiopsida,Marchantiales,Aytoniaceae,unassigned,unassigned
ASV_6793,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6794,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6795,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Blastodiniales,unassigned,Blastodinium,Blastodinium_mangini
ASV_6796,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6797,Eukaryota,unassigned,unassigned,unassigned,unassigned,Bigyra,unassigned,unassigned,unassigned,unassigned
ASV_6798,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6799,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6800,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6801,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_6802,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6803,Eukaryota,unassigned,TSAR,Alveolata,Dinoflagellata,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6804,Eukaryota,unassigned,Obazoa,Opisthokonta,Fungi,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6805,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6806,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6807,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6808,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6809,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6810,Eukaryota,unassigned,unassigned,Rhodophyta,unassigned,Florideophyceae,Corallinales,unassigned,unassigned,unassigned
ASV_6811,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6812,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Coccidiniales,Chytriodiniaceae,unassigned,unassigned
ASV_6813,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6814,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6815,Eukaryota,unassigned,unassigned,Basidiomycota,unassigned,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus_dysodes
ASV_6816,Eukaryota,unassigned,Obazoa,Opisthokonta,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6817,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6818,Eukaryota,unassigned,TSAR,Stramenopiles,Gyrista,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6819,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6820,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6821,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6822,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6823,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6824,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6825,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6826,Eukaryota,unassigned,unassigned,unassigned,unassigned,Phaeophyceae,Ascoseirales,unassigned,unassigned,unassigned
ASV_6827,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6828,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6829,Eukaryota,unassigned,unassigned,Ciliophora,unassigned,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis_sp._NSMS0601
ASV_6830,Eukaryota,unassigned,unassigned,Annelida,unassigned,Polychaeta,Terebellida,Terebellidae,unassigned,unassigned
ASV_6831,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6832,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6833,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6834,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6835,Eukaryota,unassigned,unassigned,unassigned,unassigned,Pelagophyceae,unassigned,unassigned,unassigned,Coccoid_pelagophyte_CCMP1395
ASV_6836,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6837,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,uncultured_marine_eukaryote
ASV_6838,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6839,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Duboscquellidae,unassigned,unassigned
ASV_6840,Eukaryota,unassigned,unassigned,Bacillariophyta,unassigned,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,unassigned,unassigned
ASV_6841,Eukaryota,unassigned,unassigned,unassigned,unassigned,Bigyra,unassigned,unassigned,unassigned,unassigned
ASV_6842,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6843,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6844,Eukaryota,unassigned,Obazoa,Opisthokonta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6845,Eukaryota,unassigned,unassigned,Ciliophora,unassigned,Oligohymenophorea,Philasterida,Cinetochilidae,unassigned,unassigned
ASV_6846,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,uncultured_marine_eukaryote
ASV_6847,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6848,Eukaryota,unassigned,unassigned,unassigned,unassigned,Acantharea,unassigned,unassigned,unassigned,unassigned
ASV_6849,Eukaryota,unassigned,Obazoa,Opisthokonta,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6850,Eukaryota,unassigned,unassigned,Ctenophora,unassigned,Tentaculata,unassigned,unassigned,unassigned,unassigned
ASV_6851,Eukaryota,unassigned,unassigned,Cnidaria,unassigned,Hydrozoa,Trachymedusae,Geryoniidae,Liriope,Liriope_tetraphylla
ASV_6852,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6853,Eukaryota,unassigned,unassigned,unassigned,unassigned,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6854,Eukaryota,unassigned,unassigned,Imbricatea,unassigned,unassigned,Thaumatomonadida,Thaumatomastigidae,unassigned,unassigned
ASV_6855,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6856,Eukaryota,unassigned,Hacrobia,Haptophyta,unassigned,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_pouchetii
